Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Fwd IAT Mean,Bwd IAT Mean,SYN Flag Count,Label
541649,3,6,8.666666667,1934.5,21477.00817,16.61592655,388,108314.2,0,DoS
232027,3,5,8.666666667,2321.4,50136.40654,34.47874601,376.5,57984.5,0,DoS
616714,3,4,8.666666667,2901.75,18862.87647,11.35048013,412,205553,0,DoS
1288354,3,6,8.666666667,1934.5,9029.350629,6.985657669,349.5,257658,0,DoS
9353740,4,0,6,0,2.565818592,0.427636432,3117913.333,0,0,DoS
303157,3,6,8.666666667,1934.5,38372.85631,29.68758762,472,60617.6,0,DoS
644251,3,5,8.666666667,2320.2,18047.31386,12.4175205,14757,161048.25,0,DoS
631504,3,5,8.666666667,2320.2,18411.60151,12.66816996,7633.5,157866,0,DoS
619936,3,6,8.666666667,1934.5,18764.84024,14.51762763,350.5,123979.2,0,DoS
620513,3,5,8.666666667,2321.4,18747.39127,12.89255825,505.5,155116.5,0,DoS
6624824,5,0,6,0,4.528422189,0.754737032,1656206,0,0,DoS
5922848,4,0,6,0,4.052104663,0.675350777,1974282.667,0,0,DoS
5352876,5,0,6,0,5.604463843,0.934077307,1338219,0,0,DoS
415053,3,5,8.666666667,2321.4,28027.74585,19.27464685,446.5,103758,0,DoS
35695,3,4,8.666666667,2900.25,325731.8952,196.1058972,16375.5,11834.66667,0,DoS
3343915,5,0,6,0,8.97151991,1.495253318,835978.75,0,0,DoS
1168453,3,4,8.666666667,2901.75,9955.898954,5.990827188,514,389452.6667,0,DoS
1272707,4,0,6,0,18.85744323,3.142907205,424235.6667,0,0,DoS
1263520,3,6,8.666666667,1933.5,9202.070406,7.122958085,5439.5,252697.6,0,DoS
1300353,3,4,8.666666667,2901.75,8946.032347,5.383153651,476,433436.3333,0,DoS
1300146,3,5,8.666666667,2321.4,8947.45667,6.153155107,374.5,325024,0,DoS
6711871,5,0,6,0,4.469692579,0.744948763,1677967.75,0,0,DoS
65570,3,6,8.666666667,1934.5,177413.4513,137.2578923,503.5,13097.4,0,DoS
111102,3,6,8.666666667,1934.5,104705.5859,81.00664254,462,22210.6,0,DoS
4038284,4,0,6,0,5.943118414,0.990519736,1346094.667,0,0,DoS
4032890,4,0,6,0,5.951067349,0.991844558,1344296.667,0,0,DoS
37505,3,7,8.666666667,1657.285714,310011.9984,266.6311159,18417.5,6226.333333,0,DoS
3448921,5,0,6,0,8.698372621,1.44972877,862230.25,0,0,DoS
1345113,3,4,8.666666667,2901.75,8648.344042,5.204023751,694.5,448352.6667,0,DoS
1329964,3,5,8.666666667,2321.4,8746.853298,6.015200411,408,332470.25,0,DoS
1299088,3,5,8.666666667,2321.4,8954.743636,6.158166344,406,324755.25,0,DoS
693680,3,6,8.666666667,1934.5,16769.98039,12.97428209,384,138720.6,0,DoS
547224,3,5,8.666666667,2320.2,21247.24062,14.61924185,9008,136789,0,DoS
1427004,5,0,6,0,21.02306651,3.503844418,356751,0,0,DoS
26115,5,0,6,0,1148.765078,191.4608463,6528.75,0,0,DoS
1331807,3,6,8.666666667,1934.5,8734.749104,6.757735918,586.5,266358.8,0,DoS
928022,2,5,10,2321.4,12528.79781,7.542924629,794,231985.5,0,DoS
24826,3,6,8.666666667,1933.5,468339.6439,362.5231612,2501,4952.2,0,DoS
11464081,5,0,6,0,2.616869159,0.43614486,2866020.25,0,0,DoS
1872264,3,6,8.666666667,1934.5,6213.333162,4.807014395,435,374446.8,0,DoS
10052899,5,0,6,0,2.984213807,0.497368968,2513224.75,0,0,DoS
10037767,4,0,6,0,2.390970024,0.398495004,3345922.333,0,0,DoS
1322793,3,6,8.666666667,1934.5,8794.27091,6.803785626,510,264522.8,0,DoS
26250,3,4,8.666666667,2900.25,442933.3333,266.6666667,5774.5,8733.333333,0,DoS
529810,3,6,8.666666667,1933.5,21945.60314,16.98722183,5792,105956.2,0,DoS
7465876,4,0,6,0,3.21462612,0.53577102,2488625.333,0,0,DoS
523340,3,5,8.666666667,2320.2,22216.91443,15.28642947,1550,130831.5,0,DoS
7471817,6,0,6,0,4.818105154,0.803017526,1494363.4,0,0,DoS
1339852,3,5,8.666666667,2321.4,8682.302224,5.970808716,449.5,334951,0,DoS
5988868,4,0,6,0,4.007435128,0.667905855,1996289.333,0,0,DoS
25826,3,5,8.666666667,2320.2,450205.2195,309.7653527,12001,6429.75,0,DoS
25678,3,4,8.666666667,2900.25,452800.0623,272.6069008,12003.5,8523.666667,0,DoS
493582,3,4,8.666666667,2900.25,23556.36956,14.18204067,4004,164507,0,DoS
5363886,5,0,6,0,5.592960029,0.932160005,1340971.5,0,0,DoS
4000945,4,0,6,0,5.998582835,0.999763806,1333648.333,0,0,DoS
3994914,6,0,6,0,9.011458069,1.501909678,798982.8,0,0,DoS
2037950,5,0,6,0,14.72067519,2.453445865,509487.5,0,0,DoS
1458999,5,0,6,0,20.56204288,3.427007147,364749.75,0,0,DoS
1739223,3,5,8.666666667,2321.4,6688.618998,4.599755178,467,434793.25,0,DoS
1738623,3,5,8.666666667,2321.4,6690.927245,4.601342557,285.5,434653.75,0,DoS
1256386,3,5,8.666666667,2321.4,9259.097125,6.36746987,494,314070,0,DoS
60030,4,0,6,0,399.8001,66.63334999,20010,0,0,DoS
136320,3,4,8.666666667,2901.75,85335.97418,51.34976526,425,45423.66667,0,DoS
136470,3,5,8.666666667,2321.4,85242.17777,58.62094233,398.5,34106.25,0,DoS
500562,3,6,8.666666667,1933.5,23227.89185,17.97979072,8991,100104.4,0,DoS
1875210,3,5,8.666666667,2321.4,6203.571867,4.266188854,382.5,468791.25,0,DoS
8110782,5,0,6,0,3.698780216,0.616463369,2027695.5,0,0,DoS
172790,2,6,10,1933.5,67255.04948,46.29897564,24797,34552.2,0,DoS
166341,3,4,8.666666667,2900.25,69898.58183,42.08222867,4725.5,55437,0,DoS
157623,3,5,8.666666667,2321.4,73802.68108,50.75401433,391.5,39397.5,0,DoS
110972,3,6,8.666666667,1934.5,104828.245,81.10153913,481,22185.2,0,DoS
133280,3,5,8.666666667,2321.4,87282.41297,60.0240096,357,33317.5,0,DoS
91686,3,6,8.666666667,1933.5,126813.2539,98.16111511,6942,18328,0,DoS
37820,3,4,8.666666667,2901.75,307588.5775,185.0872554,516,12591.66667,0,DoS
4057931,5,0,6,0,7.392930042,1.232155007,1014482.75,0,0,DoS
1704037,3,5,8.666666667,2321.4,6826.729701,4.694733741,446,425997,0,DoS
3971838,4,0,6,0,6.042542521,1.00709042,1323946,0,0,DoS
201796,3,6,8.666666667,1934.5,57647.327,44.59949652,371,40349.8,0,DoS
3812960,4,0,6,0,6.294322521,1.049053754,1270986.667,0,0,DoS
126929,3,5,8.666666667,2321.4,91649.66241,63.02736175,771,31721,0,DoS
1814961,4,0,6,0,13.22342464,2.203904106,604987,0,0,DoS
142851,3,5,8.666666667,2321.4,81434.50168,56.0024081,476.5,35698.75,0,DoS
128790,3,5,8.666666667,2321.4,90325.33582,62.11662396,429,32177.25,0,DoS
1728948,3,4,8.666666667,2900.25,6724.898609,4.048704762,12372.5,576273.3333,0,DoS
47028,5,0,6,0,637.9178362,106.3196394,11757,0,0,DoS
22733401,5,0,6,0,1.319644166,0.219940694,5683350.25,0,0,DoS
43135,2,6,10,1933.5,269409.9919,185.4642402,13536,8625,0,DoS
22726383,5,0,6,0,1.320051677,0.220008613,5681595.75,0,0,DoS
22724393,5,0,6,0,1.320167276,0.220027879,5681098.25,0,0,DoS
11400664,5,0,6,0,2.631425678,0.438570946,2850166,0,0,DoS
11294695,5,0,6,0,2.65611422,0.442685703,2823673.75,0,0,DoS
11303718,5,0,6,0,2.653994022,0.442332337,2825929.5,0,0,DoS
134476,3,4,8.666666667,2901.75,86506.14236,52.05389809,516,44810.33333,0,DoS
11281703,3,0,6,0,1.595503799,0.2659173,5640851.5,0,0,DoS
9290765,5,0,6,0,3.229012896,0.538168816,2322691.25,0,0,DoS
515881,3,6,8.666666667,1934.5,22549.77408,17.44588384,442.5,103166.8,0,DoS
8791622,4,0,6,0,2.729871689,0.454978615,2930540.667,0,0,DoS
1792260,3,5,8.666666667,2320.2,6487.340006,4.463638088,4151,448041,0,DoS
7400830,4,0,6,0,3.242879515,0.540479919,2466943.333,0,0,DoS
144877,3,6,8.666666667,1933.5,80254.28467,62.12166182,5261.5,28968.4,0,DoS
125004,3,4,8.666666667,2901.75,93061.02205,55.99820806,467.5,41652.66667,0,DoS
518433,3,6,8.666666667,1934.5,22438.77222,17.36000602,332.5,103683.6,0,DoS
1246412,3,5,8.666666667,2320.2,9328.376171,6.418423443,4324,311576.5,0,DoS
5933794,4,0,6,0,4.044629793,0.674104966,1977931.333,0,0,DoS
60437,3,5,8.666666667,2320.2,192382.15,132.369244,5501,15095.75,0,DoS
5530313,5,0,6,0,5.424647755,0.904107959,1382578.25,0,0,DoS
579895,3,6,8.666666667,1934.5,20060.5282,15.52005104,429.5,115972.2,0,DoS
580778,3,4,8.666666667,2901.75,20030.02869,12.05279814,374,193578.3333,0,DoS
4798265,5,0,6,0,6.252259931,1.042043322,1199566.25,0,0,DoS
920265,3,4,8.666666667,2901.75,12640.92408,7.606504648,550,306710,0,DoS
63758,3,4,8.666666667,2901.75,182455.535,109.790144,414,21237.33333,0,DoS
3539366,4,0,6,0,6.780875445,1.130145907,1179788.667,0,0,DoS
3296920,4,0,6,0,7.279521493,1.213253582,1098973.333,0,0,DoS
576913,3,4,8.666666667,2901.75,20164.21887,12.13354527,414,192287,0,DoS
577051,3,5,8.666666667,2321.4,20159.39666,13.86359265,378,144252.25,0,DoS
1451109,3,4,8.666666667,2901.75,8016.627283,4.823896758,421.5,483687.6667,0,DoS
1927955,5,0,6,0,15.56052916,2.593421527,481988.75,0,0,DoS
17494,3,6,8.666666667,1933.5,664627.8724,514.4621013,8002.5,3489,0,DoS
7603771,4,0,6,0,3.156328616,0.526054769,2534590.333,0,0,DoS
8165754,4,0,6,0,2.93910397,0.489850662,2721918,0,0,DoS
7901720,4,0,6,0,3.037313395,0.506218899,2633906.667,0,0,DoS
7331736,4,0,6,0,3.273440288,0.545573381,2443912,0,0,DoS
5902907,4,0,6,0,4.065793346,0.677632224,1967635.667,0,0,DoS
5316888,5,0,6,0,5.642398335,0.940399723,1329222,0,0,DoS
4650875,5,0,6,0,6.450399118,1.07506652,1162718.75,0,0,DoS
3321987,4,0,6,0,7.224591788,1.204098631,1107329,0,0,DoS
3276238,4,0,6,0,7.325475133,1.220912522,1092079.333,0,0,DoS
1566987,5,0,6,0,19.14502162,3.190836937,391746.75,0,0,DoS
8048851,5,0,6,0,3.727240074,0.621206679,2012212.75,0,0,DoS
11268704,4,0,6,0,2.129792388,0.354965398,3756234.667,0,0,DoS
11266106,4,0,6,0,2.130283525,0.355047254,3755368.667,0,0,DoS
11267995,4,0,6,0,2.129926398,0.354987733,3755998.333,0,0,DoS
9980727,6,0,6,0,3.606951678,0.601158613,1996145.4,0,0,DoS
9356716,4,0,6,0,2.565002507,0.427500418,3118905.333,0,0,DoS
8952780,5,0,6,0,3.350914465,0.558485744,2238195,0,0,DoS
8005805,4,0,6,0,2.997824703,0.499637451,2668601.667,0,0,DoS
7366807,4,0,6,0,3.257856491,0.542976082,2455602.333,0,0,DoS
7308877,4,0,6,0,3.28367819,0.547279698,2436292.333,0,0,DoS
7292814,5,0,6,0,4.113638439,0.685606407,1823203.5,0,0,DoS
7288845,4,0,6,0,3.292702753,0.548783792,2429615,0,0,DoS
5315993,4,0,6,0,4.514678631,0.752446439,1771997.667,0,0,DoS
5316877,5,0,6,0,5.642410009,0.940401668,1329219.25,0,0,DoS
5311989,5,0,6,0,5.647602056,0.941267009,1327997.25,0,0,DoS
5299876,5,0,6,0,5.660509793,0.943418299,1324969,0,0,DoS
3965744,5,0,6,0,7.564784817,1.26079747,991436,0,0,DoS
3260200,4,0,6,0,7.361511564,1.226918594,1086733.333,0,0,DoS
2947917,5,0,6,0,10.17667729,1.696112882,736979.25,0,0,DoS
9986719,4,0,6,0,2.403191679,0.400531946,3328906.333,0,0,DoS
9408829,5,0,6,0,3.188494551,0.531415759,2352207.25,0,0,DoS
9355119,4,0,6,0,2.565440375,0.427573396,3118373,0,0,DoS
8017124,7,6,7.142857143,1934.5,1454.012686,1.621529117,1134357.167,242344.4,0,DoS
11857656,5,0,6,0,2.53001099,0.421668498,2964414,0,0,DoS
11212355,4,0,6,0,2.140495908,0.356749318,3737451.667,0,0,DoS
11173750,5,0,6,0,2.684864079,0.447477346,2793437.5,0,0,DoS
7213824,4,0,6,0,3.326945598,0.554490933,2404608,0,0,DoS
4534894,4,0,6,0,5.292295696,0.882049283,1511631.333,0,0,DoS
3848900,5,0,6,0,7.794434774,1.299072462,962225,0,0,DoS
1773963,4,0,6,0,13.52903076,2.254838461,591321,0,0,DoS
10306699,4,0,6,0,2.328582604,0.388097101,3435566.333,0,0,DoS
10159755,4,0,6,0,2.362261688,0.393710281,3386585,0,0,DoS
10101751,4,0,6,0,2.375825736,0.395970956,3367250.333,0,0,DoS
8103838,4,0,6,0,2.961559696,0.493593283,2701279.333,0,0,DoS
6306841,5,0,6,0,4.756739547,0.792789924,1576710.25,0,0,DoS
6133957,4,0,6,0,3.912645622,0.652107604,2044652.333,0,0,DoS
6063632,5,0,6,0,4.947529797,0.8245883,1515908,0,0,DoS
6044834,5,0,6,0,4.962915442,0.827152574,1511208.5,0,0,DoS
4054918,5,0,6,0,7.398423347,1.233070558,1013729.5,0,0,DoS
4049916,5,0,6,0,7.407561046,1.234593508,1012479,0,0,DoS
3513949,4,0,6,0,6.829922688,1.138320448,1171316.333,0,0,DoS
2835397,4,0,6,0,8.464423148,1.410737191,945132.3333,0,0,DoS
2293025,4,0,6,0,10.46652348,1.74442058,764341.6667,0,0,DoS
9483732,4,0,6,0,2.530649327,0.421774888,3161244,0,0,DoS
7916046,7,4,7.142857143,2900.25,1471.820654,1.389582627,1022565.667,596012.6667,0,DoS
11361851,5,0,6,0,2.640414841,0.44006914,2840462.75,0,0,DoS
9592816,5,0,6,0,3.127340293,0.521223382,2398204,0,0,DoS
9487022,4,0,6,0,2.529771724,0.421628621,3162340.667,0,0,DoS
9418764,4,0,6,0,2.548105038,0.424684173,3139588,0,0,DoS
9350757,4,0,6,0,2.566637118,0.427772853,3116919,0,0,DoS
7471865,4,0,6,0,3.212049468,0.535341578,2490621.667,0,0,DoS
7464868,4,0,6,0,3.215060199,0.535843367,2488289.333,0,0,DoS
5555875,5,0,6,0,5.399689518,0.899948253,1388968.75,0,0,DoS
5550865,4,0,6,0,4.323650458,0.72060841,1850288.333,0,0,DoS
3458016,5,0,6,0,8.67549485,1.445915808,864504,0,0,DoS
3410973,4,0,6,0,7.036115501,1.172685917,1136991,0,0,DoS
1592976,5,0,6,0,18.83267545,3.138779241,398244,0,0,DoS
6737507,7,4,7.142857143,2900.25,1729.274641,1.632651365,1023366.333,201878.3333,0,DoS
10064750,5,0,6,0,2.980699968,0.496783328,2516187.5,0,0,DoS
8587802,5,0,6,0,3.49332693,0.582221155,2146950.5,0,0,DoS
7949806,4,0,6,0,3.018941594,0.503156932,2649935.333,0,0,DoS
6680851,5,0,6,0,4.490445903,0.74840765,1670212.75,0,0,DoS
6591778,5,0,6,0,4.551124143,0.75852069,1647944.5,0,0,DoS
4678869,5,0,6,0,6.41180593,1.068634322,1169717.25,0,0,DoS
732840,3,7,8.666666667,1657.285714,15865.67327,13.64554337,9196.5,122123.6667,0,DoS
72835315,8,6,7,1933.5,160.0459887,0.19221445,10300000,155057.4,0,DoS
72887444,8,5,7,2320.2,159.931524,0.178357194,10400000,10190.5,0,DoS
73656247,7,5,7.142857143,2320.2,158.1807447,0.162918971,12100000,208816.25,0,DoS
615944,3,6,8.666666667,1934.5,18886.45721,14.61171795,320,123177.2,0,DoS
72891443,8,6,7,1934.5,160.005064,0.192066441,10300000,165522.4,0,DoS
73286767,8,5,7,2321.4,159.1419635,0.177385366,10400000,207364,0,DoS
73281371,8,5,7,2321.4,159.1536818,0.177398428,10400000,207392.25,0,DoS
633308,3,5,8.666666667,2320.2,18359.15542,12.63208423,8621.5,158301.25,0,DoS
483333,3,4,8.666666667,2901.75,24068.29246,14.48276861,356.5,161097.6667,0,DoS
73840972,8,5,7,2320.2,157.8662859,0.176054021,10500000,57121.5,0,DoS
73150089,8,4,7,2901.75,159.4393139,0.16404628,10400000,71606.66667,0,DoS
72887638,8,6,7,1933.5,159.9310983,0.192076467,10400000,58133.2,0,DoS
72911372,9,5,6.888888889,2320.2,159.9613295,0.192013943,9077553.5,81584.75,0,DoS
553186,3,5,8.666666667,2321.4,21029.09329,14.46168197,289.5,138283.75,0,DoS
639280,3,5,8.666666667,2321.4,18197.03416,12.51407834,305.5,159808.75,0,DoS
639433,3,5,8.666666667,2321.4,18192.68008,12.51108404,281.5,159856,0,DoS
73709418,8,6,7,1933.5,158.1480402,0.189935023,10400000,172487.2,0,DoS
74320616,8,4,7,2901.75,156.9281934,0.161462601,10400000,569435.3333,0,DoS
74306076,9,6,6.888888889,1934.5,157.0396477,0.201867745,9076444.75,339059.8,0,DoS
919635,3,5,8.666666667,2321.4,12649.5838,8.699103449,401,229877.5,0,DoS
73850186,9,4,6.888888889,2900.25,157.9278351,0.176032055,9206508.375,72707.33333,0,DoS
625916,3,6,8.666666667,1933.5,18575.97505,14.37892625,1620.5,125173.6,0,DoS
613705,3,5,8.666666667,2321.4,18955.36129,13.03557898,538.5,153415,0,DoS
613689,3,5,8.666666667,2321.4,18955.85549,13.03591884,503,153418.25,0,DoS
74320175,8,5,7,2321.4,156.9291246,0.174918856,10400000,427814.75,0,DoS
74311056,8,5,7,2321.4,156.9483819,0.174940321,10400000,369801.25,0,DoS
73855144,9,7,6.888888889,1657.285714,157.9172332,0.216640293,9207246,36521.5,0,DoS
73259294,8,6,7,1933.5,159.1197425,0.191102033,10400000,41066.6,0,DoS
627017,3,4,8.666666667,2900.25,18543.35688,11.16397163,3071.5,208991,0,DoS
73885391,8,5,7,2320.2,157.7713786,0.175948179,10500000,42615.75,0,DoS
73543283,8,5,7,2320.2,158.5052982,0.176766653,10500000,39122,0,DoS
1550121,3,6,8.666666667,1934.5,7504.575449,5.80599837,304.5,310009.8,0,DoS
1303071,3,4,8.666666667,2901.75,8927.372338,5.371925244,341,434352.6667,0,DoS
66,2,1,6,6,272727.2727,45454.54545,4,0,0,DoS
634933,2,4,10,2901.75,18312.16837,9.449815965,2328,211626.6667,0,DoS
73902932,8,5,7,2321.4,157.8151189,0.175906417,10500000,102004.5,0,DoS
38835,3,5,8.666666667,2320.2,299394.8758,205.9997425,15302,9680.75,0,DoS
56869,3,6,8.666666667,1934.5,204557.8435,158.2584536,1057.5,11370.2,0,DoS
1295915,3,5,8.666666667,2321.4,8976.668994,6.173244387,350.5,323965,0,DoS
73589069,8,5,7,2321.4,158.4882124,0.176656672,10400000,129258.25,0,DoS
576948,3,5,8.666666667,2321.4,20162.99563,13.86606765,330,144236.5,0,DoS
73864872,8,5,7,2321.4,157.8964355,0.175997056,10500000,92561,0,DoS
74320606,9,5,6.888888889,2321.4,157.0089458,0.18837306,9140684.625,298965.5,0,DoS
74169525,9,5,6.888888889,2321.4,157.3287681,0.18875677,9080846.625,380857.25,0,DoS
556932,3,4,8.666666667,2900.25,20876.87545,12.56885939,16516,185642.3333,0,DoS
74954681,8,6,7,1933.5,155.5206405,0.186779529,10600000,204561.4,0,DoS
74964158,8,4,7,2900.25,155.5009795,0.160076499,10600000,341138.3333,0,DoS
1346434,3,4,8.666666667,2901.75,8639.859065,5.198918031,295.5,448754,0,DoS
32136,3,6,8.666666667,1933.5,361806.0742,280.0597461,15516,6408.6,0,DoS
73641273,8,6,7,1933.5,158.2943847,0.190110782,10500000,5061.2,0,DoS
73641050,8,5,7,2320.2,158.2948641,0.176531975,10500000,6518.5,0,DoS
34150,3,5,8.666666667,2320.2,340468.5212,234.2606149,16006.5,8491,0,DoS
19514,3,4,8.666666667,2900.25,595828.6359,358.7168187,9005.5,6455.333333,0,DoS
73836959,8,7,7,1657.285714,157.8748659,0.203150295,10500000,109665.5,0,DoS
73770847,8,5,7,2320.2,158.0163503,0.176221374,10400000,164448.5,0,DoS
74934899,8,5,7,2321.4,155.6417658,0.17348392,10400000,463575.75,0,DoS
1858023,3,5,8.666666667,2321.4,6260.955865,4.30565176,313,464494,0,DoS
1408840,3,5,8.666666667,2320.2,8252.888902,5.678430482,3142,352188.5,0,DoS
1395730,3,5,8.666666667,2321.4,8334.706569,5.731767605,348,348919.5,0,DoS
1337050,3,6,8.666666667,1934.5,8700.497364,6.731236678,382.5,267409.8,0,DoS
73924535,8,4,7,2900.25,157.6878367,0.162327704,10500000,89913.33333,0,DoS
25232,3,6,8.666666667,1933.5,460803.7413,356.6899176,5428.5,5027.2,0,DoS
1399046,3,6,8.666666667,1934.5,8314.95176,6.432955028,270.5,279806.2,0,DoS
39364,3,6,8.666666667,1933.5,295371.4053,228.6353013,12517.5,7842.4,0,DoS
73691017,8,7,7,1658.142857,158.2689516,0.203552626,10500000,7652.166667,0,DoS
41199,3,5,8.666666667,2320.2,282215.5878,194.1794704,12502.5,10262.75,0,DoS
532179,3,4,8.666666667,2900.25,21847.91207,13.15346904,6319,177381,0,DoS
1355443,3,5,8.666666667,2321.4,8582.433935,5.902129415,315.5,338838.75,0,DoS
26300,3,5,8.666666667,2320.2,442091.2548,304.1825095,12519,6535.25,0,DoS
73680567,8,5,7,2320.2,158.209966,0.176437296,10500000,2398.25,0,DoS
73801076,8,5,7,2320.2,157.9516266,0.176149193,10500000,33275.75,0,DoS
74055275,8,5,7,2320.2,157.4094486,0.175544551,10500000,97579.75,0,DoS
73968398,8,6,7,1933.5,157.5943283,0.189270018,10500000,163686.4,0,DoS
1728641,3,6,8.666666667,1934.5,6729.56386,5.206402023,502,345723.2,0,DoS
1717284,3,5,8.666666667,2321.4,6774.06882,4.658518917,330.5,429314.25,0,DoS
73760042,8,5,7,2320.2,158.0394979,0.176247188,10500000,10264.25,0,DoS
149954,3,4,8.666666667,2900.25,77537.11138,46.68098217,7602,49943.33333,0,DoS
73740886,8,5,7,2320.2,158.0805525,0.176292973,10500000,6972.5,0,DoS
152494,3,6,8.666666667,1934.5,76284.96859,59.01871549,377.5,30485.2,0,DoS
75542370,9,6,6.888888889,1933.5,154.3901787,0.198564064,9213709,369282,0,DoS
1736269,3,5,8.666666667,2321.4,6699.998675,4.607580968,527.5,434055,0,DoS
1255908,3,6,8.666666667,1934.5,9262.621147,7.166130003,277,251178,0,DoS
154400,3,4,8.666666667,2901.75,75343.26425,45.33678756,1055,51450.33333,0,DoS
74184998,9,6,6.888888889,1933.5,157.2150747,0.202197215,9218651.375,90414.4,0,DoS
74164038,8,4,7,2900.25,157.1786045,0.161803488,10500000,150628.3333,0,DoS
72938254,8,6,7,1934.5,159.9023744,0.191943174,10400000,12708.8,0,DoS
73573270,8,4,7,2901.75,158.5222459,0.163102714,10500000,21310,0,DoS
1780401,3,5,8.666666667,2320.2,6530.551263,4.493369752,3381,445051.5,0,DoS
1766207,3,4,8.666666667,2901.75,6586.430696,3.963295356,925,588699,0,DoS
1752499,3,4,8.666666667,2900.25,6634.525897,3.994296145,2575,584137,0,DoS
1752531,3,7,8.666666667,1657.285714,6634.404755,5.70603316,2509,292063.5,0,DoS
73722754,7,6,7.142857143,1933.5,158.0380462,0.176336332,12100000,281341.2,0,DoS
167390,3,4,8.666666667,2900.25,69460.54125,41.81850768,2005,55790,0,DoS
156675,3,6,8.666666667,1934.5,74249.24206,57.44375299,601.5,31325.8,0,DoS
19972,3,4,8.666666667,2900.25,582165.031,350.490687,2018.5,6632.666667,0,DoS
19988,3,5,8.666666667,2320.2,581699.0194,400.2401441,9527.5,4958.25,0,DoS
73738506,8,5,7,2321.4,158.1670233,0.176298663,10500000,12624.75,0,DoS
72497374,8,6,7,1934.5,160.8747925,0.193110443,10300000,12182.2,0,DoS
1741191,3,5,8.666666667,2320.2,6677.613197,4.594556255,8964,435279.5,0,DoS
1417414,3,6,8.666666667,1934.5,8207.199872,6.34959158,308.5,283481,0,DoS
156681,3,6,8.666666667,1934.5,74246.39873,57.44155322,196,31333.4,0,DoS
72471648,8,5,7,2321.4,160.9318999,0.179380494,10300000,9108.5,0,DoS
73799449,8,5,7,2320.2,157.9551089,0.176153077,10400000,328364.5,0,DoS
95691,3,5,8.666666667,2320.2,121505.6797,83.60242865,12155,23889,0,DoS
74258289,8,5,7,2320.2,156.9791084,0.175064632,10500000,125827.5,0,DoS
94099,3,5,8.666666667,2320.2,123561.3556,85.01684396,4844.5,23498.5,0,DoS
86582,3,4,8.666666667,2901.75,134358.1807,80.84821325,291,28849.66667,0,DoS
88551,3,7,8.666666667,1658.142857,131370.6226,112.9292724,304.5,14750.16667,0,DoS
107277,3,6,8.666666667,1934.5,108438.9012,83.89496351,1078.5,21447,0,DoS
68696,3,4,8.666666667,2901.75,169340.2818,101.8982182,297.5,22893.66667,0,DoS
73840196,8,3,7,3867,157.867945,0.148970352,10500000,83545,0,DoS
73837396,8,5,7,2321.4,157.9551912,0.176062547,10500000,38325.75,0,DoS
1707094,3,5,8.666666667,2321.4,6814.504649,4.686326588,337,426762.75,0,DoS
74192639,9,6,6.888888889,1933.5,157.1988833,0.202176391,9220132.5,90322.2,0,DoS
73901312,8,5,7,2321.4,157.8185784,0.175910273,10500000,23820.75,0,DoS
74270124,8,5,7,2320.2,156.9540937,0.175036735,10500000,113546.75,0,DoS
89608,3,6,8.666666667,1934.5,129820.9981,100.4374609,307.5,17911.8,0,DoS
82257,3,6,8.666666667,1934.5,141422.6145,109.4131806,250,16448.4,0,DoS
45984,3,5,8.666666667,2320.2,252848.817,173.973556,3483.5,11495,0,DoS
75657394,8,6,7,1934.5,154.1554551,0.185044703,10600000,290911.6,0,DoS
75651377,8,4,7,2901.75,154.1677159,0.158622361,10600000,472209.6667,0,DoS
92149,3,5,8.666666667,2321.4,126241.1963,86.8159177,240.5,23034,0,DoS
1829620,3,7,8.666666667,1658.142857,6358.150873,5.465615811,284,304934.1667,0,DoS
73898479,9,6,6.888888889,1933.5,157.8246286,0.202981174,9237191.625,7696.4,0,DoS
1742280,3,6,8.666666667,1933.5,6673.439401,5.165645017,4413.5,348442,0,DoS
89405,3,4,8.666666667,2901.75,130115.7653,78.29539735,367,29786.33333,0,DoS
75520220,8,5,7,2321.4,154.4354611,0.172139329,10500000,425554.25,0,DoS
134387,3,5,8.666666667,2321.4,86563.43247,59.52956759,300.5,33591.5,0,DoS
109406,3,6,8.666666667,1933.5,106273.8789,82.26239877,3500,21871,0,DoS
50083,3,6,8.666666667,1933.5,232154.6233,179.7016952,5710,10010.6,0,DoS
134230,3,6,8.666666667,1934.5,86664.68003,67.04909484,256.5,26842.6,0,DoS
75505086,8,6,7,1933.5,154.3869508,0.185417973,10600000,245489.4,0,DoS
1235500,3,5,8.666666667,2321.4,9415.621206,6.475111291,257,308855,0,DoS
576290,3,5,8.666666667,2321.4,20186.01746,13.88189974,345.5,144060.5,0,DoS
74409370,9,6,6.888888889,1934.5,156.8216476,0.201587515,9270946.875,48488.8,0,DoS
1341508,3,4,8.666666667,2901.75,8671.584515,5.218008391,311.5,447152.3333,0,DoS
64289,3,5,8.666666667,2321.4,180948.5293,124.4380843,322,16060.25,0,DoS
50561,3,6,8.666666667,1934.5,230078.519,178.0028085,289.5,10109.4,0,DoS
74706233,6,4,7.333333333,2900.25,155.8772211,0.133857639,14900000,19704.33333,0,DoS
74560742,8,5,7,2320.2,156.3423282,0.174354488,10700000,4915.75,0,DoS
73913869,8,5,7,2320.2,157.7105915,0.175880389,10600000,7196,0,DoS
